# Time-averaged data for fix 2
# TimeStep v_kinEnergy v_temperature
51000 2.95955 1.98438
52000 2.95955 1.98438
53000 2.95955 1.98438
54000 2.95955 1.98438
55000 2.95955 1.98438
56000 2.95955 1.98438
57000 2.95955 1.98438
58000 2.95955 1.98438
59000 2.95955 1.98438
60000 2.95955 1.98438
61000 2.95955 1.98438
62000 2.95955 1.98438
63000 2.95955 1.98438
64000 2.95955 1.98438
65000 2.95955 1.98438
66000 2.95955 1.98438
67000 2.95955 1.98438
68000 2.95955 1.98438
69000 2.95955 1.98438
70000 2.95955 1.98438
71000 2.95955 1.98438
72000 2.95955 1.98438
73000 2.95955 1.98438
74000 2.95955 1.98438
75000 2.95955 1.98438
76000 2.95955 1.98438
77000 2.95955 1.98438
78000 2.95955 1.98438
79000 2.95955 1.98438
80000 2.95955 1.98438
81000 2.95955 1.98438
82000 2.95955 1.98438
83000 2.95955 1.98438
84000 2.95955 1.98438
85000 2.95955 1.98438
86000 2.95955 1.98438
87000 2.95955 1.98438
88000 2.95955 1.98438
89000 2.95955 1.98438
90000 2.95955 1.98438
91000 2.95955 1.98438
92000 2.95955 1.98438
93000 2.95955 1.98438
94000 2.95955 1.98438
95000 2.95955 1.98438
96000 2.95955 1.98438
97000 2.95955 1.98438
98000 2.95955 1.98438
99000 2.95955 1.98438
100000 2.95955 1.98438
101000 2.95955 1.98438
102000 2.95955 1.98438
103000 2.95955 1.98438
104000 2.95955 1.98438
105000 2.95955 1.98438
106000 2.95955 1.98438
107000 2.95955 1.98438
108000 2.95955 1.98438
109000 2.95955 1.98438
110000 2.95955 1.98438
111000 2.95955 1.98438
112000 2.95955 1.98438
113000 2.95955 1.98438
114000 2.95955 1.98438
115000 2.95955 1.98438
116000 2.95955 1.98438
117000 2.95955 1.98438
118000 2.95955 1.98438
119000 2.95955 1.98438
120000 2.95955 1.98438
121000 2.95955 1.98438
122000 2.95955 1.98438
123000 2.95955 1.98438
124000 2.95955 1.98438
125000 2.95955 1.98438
126000 2.95955 1.98438
127000 2.95955 1.98438
128000 2.95955 1.98438
129000 2.95955 1.98438
130000 2.95955 1.98438
131000 2.95955 1.98438
132000 2.95955 1.98438
133000 2.95955 1.98438
134000 2.95955 1.98438
135000 2.95955 1.98438
136000 2.95955 1.98438
137000 2.95955 1.98438
138000 2.95955 1.98438
139000 2.95955 1.98438
140000 2.95955 1.98438
141000 2.95955 1.98438
142000 2.95955 1.98438
143000 2.95955 1.98438
144000 2.95955 1.98438
145000 2.95955 1.98438
146000 2.95955 1.98438
147000 2.95955 1.98438
148000 2.95955 1.98438
149000 2.95955 1.98438
150000 2.95955 1.98438
151000 2.95955 1.98438
152000 2.95955 1.98438
153000 2.95955 1.98438
154000 2.95955 1.98438
155000 2.95955 1.98438
156000 2.95955 1.98438
157000 2.95955 1.98438
158000 2.95955 1.98438
159000 2.95955 1.98438
160000 2.95955 1.98438
161000 2.95955 1.98438
162000 2.95955 1.98438
163000 2.95955 1.98438
164000 2.95955 1.98438
165000 2.95955 1.98438
166000 2.95955 1.98438
167000 2.95955 1.98438
168000 2.95955 1.98438
169000 2.95955 1.98438
170000 2.95955 1.98438
171000 2.95955 1.98438
172000 2.95955 1.98438
173000 2.95955 1.98438
174000 2.95955 1.98438
175000 2.95955 1.98438
176000 2.95955 1.98438
177000 2.95955 1.98438
178000 2.95955 1.98438
179000 2.95955 1.98438
180000 2.95955 1.98438
181000 2.95955 1.98438
182000 2.95955 1.98438
183000 2.95955 1.98438
184000 2.95955 1.98438
185000 2.95955 1.98438
186000 2.95955 1.98438
187000 2.95955 1.98438
188000 2.95955 1.98438
189000 2.95955 1.98438
190000 2.95955 1.98438
191000 2.95955 1.98438
192000 2.95955 1.98438
193000 2.95955 1.98438
194000 2.95955 1.98438
195000 2.95955 1.98438
196000 2.95955 1.98438
197000 2.95955 1.98438
198000 2.95955 1.98438
199000 2.95955 1.98438
200000 2.95955 1.98438
201000 2.95955 1.98438
202000 2.95955 1.98438
203000 2.95955 1.98438
204000 2.95955 1.98438
205000 2.95955 1.98438
206000 2.95955 1.98438
207000 2.95955 1.98438
208000 2.95955 1.98438
209000 2.95955 1.98438
