# Time-averaged data for fix 2
# TimeStep v_potEnergy v_kinEnergy v_totEnergy
51000 -1.54279 2.15485 0.612059
52000 -1.48748 2.09967 0.612191
53000 -1.4731 2.08603 0.61293
54000 -1.41954 2.03365 0.614109
55000 -1.34986 1.96433 0.614473
56000 -1.36065 1.97502 0.614372
57000 -1.42008 2.03381 0.613732
58000 -1.44086 2.05353 0.612667
59000 -1.51157 2.12406 0.612488
60000 -1.53692 2.14967 0.612749
61000 -1.55314 2.16558 0.61244
62000 -1.55798 2.17106 0.613082
63000 -1.57441 2.18705 0.612645
64000 -1.53708 2.14891 0.611829
65000 -1.60329 2.21428 0.610992
66000 -1.58915 2.20029 0.611137
67000 -1.51375 2.12585 0.612098
68000 -1.47151 2.0836 0.612087
69000 -1.58745 2.19902 0.61157
70000 -1.51092 2.12331 0.612384
71000 -1.47713 2.09049 0.613361
72000 -1.46803 2.08161 0.613578
73000 -1.46914 2.08244 0.6133
74000 -1.47184 2.08481 0.612974
75000 -1.45124 2.06441 0.61317
76000 -1.46307 2.07582 0.612752
77000 -1.45646 2.06977 0.613306
78000 -1.37555 1.99004 0.614489
79000 -1.37298 1.9873 0.61432
80000 -1.42347 2.0377 0.614227
81000 -1.47652 2.08995 0.613429
82000 -1.51236 2.12529 0.612931
83000 -1.43922 2.05269 0.613471
84000 -1.4671 2.08074 0.613643
85000 -1.45606 2.07029 0.614228
86000 -1.39311 2.00727 0.61416
87000 -1.45773 2.07142 0.613684
88000 -1.48789 2.10164 0.613753
89000 -1.44657 2.06028 0.613712
90000 -1.45896 2.07219 0.613235
91000 -1.44244 2.05573 0.613293
92000 -1.42881 2.04286 0.614049
93000 -1.42404 2.0383 0.614265
94000 -1.39438 2.00887 0.614486
95000 -1.43874 2.05305 0.61431
96000 -1.46781 2.08177 0.613961
97000 -1.49126 2.10503 0.613763
98000 -1.4997 2.11302 0.61332
99000 -1.47918 2.09307 0.613889
100000 -1.48575 2.10008 0.61433
101000 -1.46234 2.07636 0.614015
102000 -1.45682 2.07095 0.614121
103000 -1.4769 2.09075 0.613848
104000 -1.50735 2.12056 0.61321
105000 -1.50949 2.12176 0.612262
106000 -1.52561 2.13724 0.611631
107000 -1.52531 2.13741 0.612099
108000 -1.51336 2.12637 0.61301
109000 -1.50778 2.12128 0.613501
110000 -1.4909 2.10446 0.613559
111000 -1.48745 2.1009 0.613451
112000 -1.44912 2.06259 0.613474
113000 -1.4299 2.04396 0.614052
114000 -1.47083 2.08494 0.614117
115000 -1.37761 1.99162 0.614014
116000 -1.48225 2.09618 0.61393
117000 -1.50111 2.11458 0.613473
118000 -1.44791 2.06129 0.613381
119000 -1.47585 2.0896 0.613744
120000 -1.52004 2.1338 0.613764
121000 -1.49797 2.11136 0.613384
122000 -1.49951 2.11296 0.613451
123000 -1.40668 2.02014 0.613466
124000 -1.46321 2.07664 0.613427
125000 -1.50474 2.11733 0.612593
126000 -1.50857 2.12149 0.612918
127000 -1.46871 2.08262 0.613907
128000 -1.44598 2.05937 0.613391
129000 -1.51355 2.12662 0.613071
130000 -1.43607 2.04999 0.613915
131000 -1.42753 2.04145 0.613917
132000 -1.44098 2.05474 0.613763
133000 -1.37236 1.98598 0.613621
134000 -1.41775 2.03108 0.613325
135000 -1.4877 2.1009 0.613208
136000 -1.51916 2.13234 0.613177
137000 -1.52539 2.13748 0.612094
138000 -1.47912 2.09136 0.612238
139000 -1.53511 2.14797 0.612864
140000 -1.51293 2.12583 0.612902
141000 -1.50238 2.11601 0.613624
142000 -1.46767 2.08137 0.613703
143000 -1.5198 2.13272 0.612913
144000 -1.43973 2.05287 0.613141
145000 -1.4506 2.06397 0.61337
146000 -1.51377 2.12673 0.612964
147000 -1.58456 2.1974 0.612836
148000 -1.50582 2.11955 0.613725
149000 -1.42861 2.04271 0.614105
150000 -1.48827 2.10188 0.613603
151000 -1.49929 2.11285 0.613558
152000 -1.51567 2.12897 0.613298
153000 -1.48298 2.09653 0.613542
154000 -1.49454 2.10886 0.614323
155000 -1.4415 2.05532 0.613814
156000 -1.4538 2.06727 0.61347
157000 -1.54873 2.16118 0.612448
158000 -1.48061 2.09345 0.612843
159000 -1.45266 2.06533 0.612677
160000 -1.44231 2.05532 0.613015
161000 -1.42029 2.03387 0.613571
162000 -1.44598 2.0597 0.613722
163000 -1.50608 2.11937 0.613299
164000 -1.48688 2.09906 0.612178
165000 -1.50656 2.11903 0.612474
166000 -1.42725 2.04047 0.61322
167000 -1.40501 2.01826 0.613253
