# Time-averaged data for fix 2
# TimeStep v_potEnergy v_kinEnergy v_totEnergy
51000 -1.37689 1.98748 0.610592
52000 -1.43028 2.03786 0.607584
53000 -1.44806 2.05398 0.605922
54000 -1.4872 2.09343 0.606231
55000 -1.544 2.14966 0.605665
56000 -1.57935 2.18208 0.602731
57000 -1.42841 2.03535 0.606942
58000 -1.43711 2.04549 0.608383
59000 -1.46085 2.0681 0.60725
60000 -1.43325 2.04171 0.608457
61000 -1.43127 2.0397 0.608428
62000 -1.47884 2.08828 0.609439
63000 -1.39297 2.0016 0.608631
64000 -1.44195 2.05097 0.609014
65000 -1.46842 2.07492 0.6065
66000 -1.48822 2.09456 0.606338
67000 -1.52438 2.13064 0.606264
68000 -1.49235 2.09764 0.605285
69000 -1.54288 2.14497 0.602089
70000 -1.52739 2.13086 0.603477
71000 -1.46931 2.07769 0.608383
72000 -1.42589 2.03626 0.610368
73000 -1.42718 2.03598 0.608801
74000 -1.37038 1.97991 0.609532
75000 -1.39992 2.01143 0.611503
76000 -1.39364 2.0047 0.611061
77000 -1.41921 2.02771 0.608499
78000 -1.50752 2.11367 0.606147
79000 -1.5035 2.10891 0.60541
80000 -1.51977 2.12508 0.605314
81000 -1.52484 2.1283 0.603468
82000 -1.49288 2.09845 0.605564
83000 -1.44819 2.05611 0.607917
84000 -1.47006 2.07544 0.605382
85000 -1.40204 2.01103 0.608986
86000 -1.39165 2.00075 0.6091
87000 -1.45982 2.06944 0.609626
88000 -1.49458 2.10222 0.60764
89000 -1.42237 2.0302 0.607827
90000 -1.4341 2.04408 0.609982
91000 -1.43228 2.04128 0.609
92000 -1.51926 2.12319 0.603931
93000 -1.55491 2.15846 0.60355
94000 -1.48293 2.08877 0.605843
95000 -1.48407 2.09161 0.607542
96000 -1.44086 2.05076 0.609899
97000 -1.41865 2.02885 0.610201
98000 -1.40706 2.01878 0.611716
99000 -1.40576 2.01604 0.610275
100000 -1.40763 2.01711 0.60948
101000 -1.43473 2.04338 0.60865
102000 -1.41461 2.0242 0.609598
103000 -1.49566 2.10219 0.606528
104000 -1.46499 2.07082 0.605823
105000 -1.48465 2.09049 0.605839
106000 -1.5197 2.12272 0.603013
107000 -1.49693 2.10233 0.6054
108000 -1.46026 2.06822 0.607962
109000 -1.4862 2.09475 0.608547
110000 -1.45702 2.06579 0.608766
111000 -1.44195 2.05067 0.608727
112000 -1.4463 2.05572 0.609424
113000 -1.40126 2.01194 0.610689
114000 -1.42078 2.03106 0.610277
115000 -1.41774 2.02819 0.610449
116000 -1.37883 1.98752 0.60869
117000 -1.48187 2.08713 0.605265
118000 -1.48663 2.09232 0.605687
119000 -1.53039 2.13452 0.604129
120000 -1.50813 2.11521 0.607081
121000 -1.39651 2.00565 0.609142
122000 -1.36089 1.97171 0.610825
123000 -1.4116 2.02014 0.608543
124000 -1.40082 2.01037 0.609556
125000 -1.45771 2.06539 0.607679
126000 -1.43859 2.04602 0.607433
127000 -1.48932 2.09392 0.604601
128000 -1.44541 2.05328 0.607871
129000 -1.42363 2.0316 0.607967
130000 -1.43763 2.04398 0.606353
131000 -1.4319 2.03968 0.607783
132000 -1.43592 2.04531 0.609389
133000 -1.51712 2.12354 0.606417
134000 -1.44755 2.05586 0.608308
135000 -1.45945 2.06777 0.608328
136000 -1.38248 1.99233 0.609856
137000 -1.45453 2.0626 0.608068
138000 -1.44518 2.05268 0.607505
139000 -1.48196 2.08866 0.606697
140000 -1.48102 2.08691 0.605886
141000 -1.48655 2.09475 0.608201
142000 -1.45621 2.06332 0.607109
143000 -1.52611 2.13185 0.605733
144000 -1.43048 2.04007 0.609586
145000 -1.45159 2.05983 0.608236
146000 -1.47867 2.08652 0.607852
147000 -1.42751 2.0368 0.609286
