# Time-averaged data for fix 2
# TimeStep v_potEnergy v_kinEnergy v_totEnergy
177000 -1.51881 2.13107 0.612263
178000 -1.48403 2.09569 0.611663
179000 -1.46151 2.07402 0.612511
180000 -1.45774 2.07111 0.613366
181000 -1.44586 2.05901 0.613151
182000 -1.41196 2.02471 0.612753
183000 -1.41765 2.03146 0.61381
184000 -1.40376 2.01721 0.613447
185000 -1.39444 2.00817 0.613736
186000 -1.40356 2.01676 0.613198
187000 -1.4072 2.02016 0.61296
188000 -1.44428 2.05702 0.61274
189000 -1.47153 2.08365 0.612125
190000 -1.49001 2.10222 0.612207
191000 -1.48035 2.09214 0.611793
192000 -1.44813 2.05927 0.611146
193000 -1.47066 2.08306 0.612399
194000 -1.38561 1.99935 0.613742
195000 -1.37971 1.99376 0.614053
196000 -1.46019 2.07388 0.613685
197000 -1.40917 2.0231 0.613936
198000 -1.37854 1.99199 0.613449
199000 -1.37963 1.99289 0.613263
200000 -1.44701 2.05958 0.61257
