# Time-averaged data for fix 2
# TimeStep v_potEnergy v_kinEnergy v_totEnergy
51000 -1.48781 2.10095 0.613142
52000 -1.49946 2.11246 0.612997
53000 -1.45984 2.07343 0.613583
54000 -1.50709 2.12089 0.613804
55000 -1.52785 2.1408 0.612956
56000 -1.52018 2.13287 0.612687
57000 -1.536 2.1493 0.613295
58000 -1.49371 2.10755 0.613849
59000 -1.56587 2.17917 0.613298
60000 -1.5696 2.18206 0.61246
61000 -1.59182 2.20413 0.612309
62000 -1.54509 2.15798 0.612894
63000 -1.46563 2.07934 0.613703
64000 -1.49652 2.11039 0.613871
65000 -1.48291 2.09678 0.613872
66000 -1.50722 2.12124 0.614016
67000 -1.49569 2.10976 0.614064
68000 -1.45942 2.07319 0.613767
69000 -1.42978 2.04356 0.613775
70000 -1.46514 2.07869 0.613551
71000 -1.48402 2.09738 0.613358
72000 -1.52182 2.13463 0.612808
73000 -1.61467 2.22763 0.612956
74000 -1.49377 2.10701 0.613241
75000 -1.44554 2.05903 0.613484
76000 -1.48843 2.10259 0.614156
77000 -1.46198 2.07624 0.614253
78000 -1.47729 2.09126 0.613977
79000 -1.48836 2.10229 0.61393
80000 -1.47094 2.0851 0.614157
81000 -1.44775 2.06159 0.613843
82000 -1.45353 2.06742 0.613892
83000 -1.5317 2.14547 0.613773
84000 -1.48992 2.10323 0.613307
85000 -1.46605 2.07919 0.613144
86000 -1.46182 2.07556 0.613732
87000 -1.46766 2.08157 0.613904
88000 -1.39451 2.0085 0.61399
89000 -1.45453 2.06856 0.614033
90000 -1.52412 2.13772 0.6136
91000 -1.41066 2.02452 0.613859
92000 -1.43721 2.05151 0.6143
93000 -1.42707 2.04137 0.614302
94000 -1.49752 2.11149 0.613965
95000 -1.52736 2.14055 0.613189
96000 -1.52026 2.13333 0.613067
97000 -1.577 2.19012 0.613124
98000 -1.46219 2.07602 0.613834
99000 -1.45356 2.06777 0.614209
100000 -1.48239 2.09661 0.61422
101000 -1.4673 2.08132 0.61402
102000 -1.48815 2.10184 0.613694
103000 -1.46977 2.08317 0.613397
104000 -1.48548 2.09925 0.613766
105000 -1.43133 2.04537 0.614046
106000 -1.44957 2.06321 0.613638
107000 -1.50602 2.11911 0.613095
108000 -1.57164 2.18434 0.612694
109000 -1.52804 2.14093 0.612896
110000 -1.47856 2.09187 0.613312
111000 -1.42343 2.03726 0.613823
112000 -1.42494 2.03914 0.614202
113000 -1.4722 2.08637 0.61417
114000 -1.48471 2.09878 0.614066
115000 -1.45253 2.0665 0.613976
116000 -1.44165 2.0554 0.613755
117000 -1.46884 2.08224 0.613403
118000 -1.45613 2.06935 0.613226
119000 -1.46371 2.07684 0.613128
120000 -1.43885 2.05246 0.613606
121000 -1.46069 2.07479 0.6141
122000 -1.4703 2.0847 0.614406
123000 -1.43035 2.04451 0.614156
124000 -1.43438 2.04836 0.613984
125000 -1.43568 2.04955 0.613868
126000 -1.45378 2.06769 0.613915
127000 -1.40468 2.01858 0.613898
128000 -1.45177 2.0654 0.613634
129000 -1.54685 2.16036 0.613506
130000 -1.53221 2.14572 0.613513
131000 -1.51809 2.13161 0.613522
132000 -1.48734 2.10052 0.613176
133000 -1.55074 2.16381 0.613071
134000 -1.4753 2.08888 0.613585
135000 -1.42926 2.04316 0.613891
136000 -1.39814 2.01217 0.614032
137000 -1.38796 2.00221 0.614248
138000 -1.45557 2.0697 0.614131
139000 -1.51411 2.12749 0.613381
140000 -1.5167 2.1299 0.613193
141000 -1.45179 2.06573 0.613938
142000 -1.40386 2.01816 0.614301
143000 -1.47425 2.08821 0.613954
144000 -1.53995 2.15358 0.613635
145000 -1.55325 2.1663 0.613047
146000 -1.55126 2.16404 0.612781
147000 -1.56165 2.17432 0.612671
148000 -1.53701 2.14978 0.612767
149000 -1.5487 2.16145 0.612745
150000 -1.52299 2.13606 0.613069
151000 -1.48836 2.1021 0.613746
152000 -1.45818 2.07208 0.613903
153000 -1.51086 2.12471 0.613856
154000 -1.48148 2.09499 0.61351
155000 -1.46307 2.07604 0.612967
156000 -1.49104 2.10456 0.613524
157000 -1.41003 2.02429 0.614262
158000 -1.46362 2.0776 0.613984
159000 -1.53443 2.14789 0.613468
160000 -1.48586 2.09958 0.613717
161000 -1.45893 2.0726 0.613666
162000 -1.44342 2.05731 0.613887
163000 -1.47951 2.09354 0.614026
164000 -1.41149 2.02546 0.613968
165000 -1.50561 2.1195 0.613886
166000 -1.43684 2.0512 0.614359
167000 -1.4685 2.0828 0.614304
