# Time-averaged data for fix 2
# TimeStep v_potEnergy v_kinEnergy v_totEnergy
51000 -1.468 2.07939 0.611397
52000 -1.48859 2.09896 0.610371
53000 -1.49859 2.10813 0.609543
54000 -1.52053 2.12927 0.608746
55000 -1.53297 2.14246 0.609492
56000 -1.49197 2.10286 0.610882
57000 -1.51933 2.13067 0.61134
58000 -1.46844 2.0798 0.611358
59000 -1.49517 2.10592 0.610752
60000 -1.44018 2.05142 0.611246
61000 -1.41602 2.02833 0.612311
62000 -1.40787 2.01994 0.612072
63000 -1.4489 2.06016 0.611254
64000 -1.40878 2.02052 0.611739
65000 -1.397 2.0092 0.612198
66000 -1.41557 2.02773 0.612161
67000 -1.45758 2.07041 0.61283
68000 -1.36356 1.97724 0.613685
69000 -1.49572 2.10728 0.611556
70000 -1.51098 2.12182 0.610835
71000 -1.43298 2.04507 0.612087
72000 -1.44598 2.05881 0.612833
73000 -1.38937 2.002 0.61264
74000 -1.41154 2.02374 0.612194
75000 -1.46677 2.0786 0.61183
76000 -1.39284 2.0053 0.612461
77000 -1.45376 2.06495 0.611185
78000 -1.49486 2.10459 0.609731
79000 -1.59365 2.20118 0.607527
80000 -1.48054 2.09058 0.610033
81000 -1.45886 2.07027 0.611409
82000 -1.51185 2.123 0.611152
83000 -1.51994 2.12959 0.609657
84000 -1.48322 2.09286 0.609639
85000 -1.48063 2.09149 0.61085
86000 -1.53646 2.14736 0.610903
87000 -1.4773 2.08833 0.611024
88000 -1.46955 2.08171 0.612157
89000 -1.42533 2.03683 0.6115
90000 -1.4548 2.06577 0.610964
91000 -1.41567 2.02842 0.612755
92000 -1.43367 2.04635 0.612683
93000 -1.41918 2.03117 0.611998
94000 -1.48619 2.09808 0.611888
95000 -1.56161 2.17322 0.611611
96000 -1.56032 2.17098 0.610656
97000 -1.47038 2.08179 0.611405
98000 -1.49052 2.10088 0.610357
99000 -1.39734 2.00921 0.611871
100000 -1.45473 2.06545 0.610718
101000 -1.52313 2.13309 0.609961
102000 -1.50108 2.11092 0.60984
103000 -1.44892 2.06079 0.611868
104000 -1.42513 2.0376 0.612467
105000 -1.46848 2.08051 0.612037
106000 -1.43064 2.0432 0.612561
107000 -1.44576 2.05914 0.613382
108000 -1.40741 2.02051 0.613099
109000 -1.39931 2.01271 0.613406
110000 -1.45196 2.06502 0.613059
111000 -1.47703 2.08852 0.611494
112000 -1.49405 2.10624 0.612192
113000 -1.46792 2.07982 0.611897
114000 -1.42565 2.03826 0.612611
